[Thread for Client: PLAYER2] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 13]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER3] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 77]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               '
[Thread for Client: PLAYER3] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 77]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               '
[Thread for Client: PLAYER1] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [17, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER1] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [17, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER2] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 12]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER2] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 12]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER3] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 78]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               '
[Thread for Client: PLAYER3] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 78]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               '
[Thread for Client: PLAYER1] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [18, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER1] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [18, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER2] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 11]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER2] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 11]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER3] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 79]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               '
[Thread for Client: PLAYER3] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 79]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               '
[Thread for Client: PLAYER1] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [19, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER1] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [19, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER2] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 10]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
